F1 cross,Female no.,No. of embryos,A,AB,B,WT,filename,Additional info,Observations (No. embryos not counted),cleavage,group_letter,cas9_parent,gRNA_type,target_locus,multiplex,pre_cut,mosaic,id,win,loss,pre_cut_original,gRNA_type_original
Cd KO x (2072:1590),11,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,430,NA,NA,wild-type,2072
Cd KO x (2072:1590),12,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,431,NA,NA,wild-type,2072
Cd KO x (2072:1590),13,65,19,25,0,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,45,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,432,44,1,wild-type,2072
Cd KO x (2072:1590),14,60,35,30,2,4,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,65,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,433,65,6,wild-type,2072
Cd KO x (2072:1590),15,85,12,8,0,3,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,23,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,434,20,3,wild-type,2072
Cd KO x (2072:1590),16,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,435,NA,NA,wild-type,2072
Cd KO x (2072:1590),17,52,27,33,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,60,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,436,60,0,wild-type,2072
Cd KO x (2072:1590),18,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,437,NA,NA,wild-type,2072
Cd KO x (2072:1590),19,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,438,NA,NA,wild-type,2072
Cd KO x (2072:1590),20,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,439,NA,NA,wild-type,2072
Cd KO x (2072:1590),21,66,40,42,1,3,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,83,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,440,82,4,wild-type,2072
Cd KO x (2072:1590),22,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,441,NA,NA,wild-type,2072
Cd KO x (2072:1590),23,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,442,NA,NA,wild-type,2072
Cd KO x (2072:1590),24,90,43,54,3,6,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,97,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,443,97,9,wild-type,2072
Cd KO x (2072:1590),25,91,45,48,0,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,93,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,444,93,1,wild-type,2072
Cd KO x (2072:1590),26,60,28,15,1,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,44,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,445,43,1,wild-type,2072
Cd KO x (2072:1590),27,45,33,26,2,2,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,63,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,446,59,4,wild-type,2072
Cd KO x (2072:1590),28,82,19,10,1,6,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,30,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,447,29,7,wild-type,2072
Cd KO x (2072:1590),29,80,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,448,NA,NA,wild-type,2072
Cd KO x (2072:1590),30,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,449,NA,NA,wild-type,2072
Cd KO x (2072:1590),31,75,8,25,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,33,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,450,33,0,wild-type,2072
Cd KO x (2072:1590),32,50,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,451,NA,NA,wild-type,2072
Cd KO x (2072:1590),33,65,31,38,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,69,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,452,69,0,wild-type,2072
Cd KO x (2072:1590),34,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,453,NA,NA,wild-type,2072
Cd KO x (2072:1590),35,70,50,37,0,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,88,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,454,87,1,wild-type,2072
Cd KO x (2072:1590),36,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,455,NA,NA,wild-type,2072
Cd KO x (2072:1590),37,55,37,40,4,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,78,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,456,77,4,wild-type,2072
Cd KO x (2072:1590),38,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,457,NA,NA,wild-type,2072
Cd KO x (2072:1590),39,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,458,NA,NA,wild-type,2072
Cd KO x (2072:1590),40,50,49,48,5,6,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,108,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,459,97,11,wild-type,2072
Cd KO x (2072:1590),41,52,42,45,0,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,88,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,460,87,1,wild-type,2072
Cd KO x (2072:1590),42,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,461,NA,NA,wild-type,2072
Cd KO x (2072:1590),43,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,462,NA,NA,wild-type,2072
Cd KO x (2072:1590),44,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,463,NA,NA,wild-type,2072
Cd KO x (2072:1590),45,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,l,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,464,NA,NA,wild-type,2072
Cd KO x (1590:2072),1,107,4,4,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,8,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,465,8,0,wild-type,2072
Cd KO x (1590:2072),2,92,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,466,NA,NA,wild-type,2072
Cd KO x (1590:2072),3,111,20,25,10,8,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,63,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,467,45,18,wild-type,2072
Cd KO x (1590:2072),4,72,18,22,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,40,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,468,40,0,wild-type,2072
Cd KO x (1590:2072),5,60,7,12,3,2,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,24,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,469,19,5,wild-type,2072
Cd KO x (1590:2072),6,90,10,9,1,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,21,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,470,19,2,wild-type,2072
Cd KO x (1590:2072),7,103,7,7,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,14,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,471,14,0,wild-type,2072
Cd KO x (1590:2072),8,94,7,9,2,2,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,20,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,472,16,4,wild-type,2072
Cd KO x (1590:2072),9,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,473,NA,NA,wild-type,2072
Cd KO x (1590:2072),10,118,26,26,5,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,58,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,474,52,6,wild-type,2072
Cd KO x (1590:2072),11,116,19,15,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,34,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,475,34,0,wild-type,2072
Cd KO x (1590:2072),12,92,41,42,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,83,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,476,83,0,wild-type,2072
Cd KO x (1590:2072),13,1,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,477,NA,NA,wild-type,2072
Cd KO x (1590:2072),14,74,15,16,2,2,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,35,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,478,31,4,wild-type,2072
Cd KO x (1590:2072),15,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,479,NA,NA,wild-type,2072
Cd KO x (1590:2072),16,80,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,480,NA,NA,wild-type,2072
Cd KO x (1590:2072),17,60,10,8,0,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,18,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,481,18,1,wild-type,2072
Cd KO x (1590:2072),18,112,26,30,1,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,57,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,482,56,2,wild-type,2072
Cd KO x (1590:2072),19,102,36,39,3,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,78,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,483,75,3,wild-type,2072
Cd KO x (1590:2072),20,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,484,NA,NA,wild-type,2072
Cd KO x (1590:2072),21,86,10,15,0,1,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,25,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,485,25,1,wild-type,2072
Cd KO x (1590:2072),22,110,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,486,NA,NA,wild-type,2072
Cd KO x (1590:2072),23,90,38,58,8,6,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,110,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,487,96,14,wild-type,2072
Cd KO x (1590:2072),24,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,488,NA,NA,wild-type,2072
Cd KO x (1590:2072),25,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,489,NA,NA,wild-type,2072
Cd KO x (1590:2072),26,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,490,NA,NA,wild-type,2072
Cd KO x (1590:2072),27,115,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,491,NA,NA,wild-type,2072
Cd KO x (1590:2072),28,105,37,38,7,3,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,85,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,492,75,10,wild-type,2072
Cd KO x (1590:2072),29,110,6,3,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,9,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,493,9,0,wild-type,2072
Cd KO x (1590:2072),30,90,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,494,NA,NA,wild-type,2072
Cd KO x (1590:2072),31,104,36,39,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,75,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,495,75,0,wild-type,2072
Cd KO x (1590:2072),32,45,4,4,0,2,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,10,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,496,8,2,wild-type,2072
Cd KO x (1590:2072),33,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,497,NA,NA,wild-type,2072
Cd KO x (1590:2072),34,129,46,34,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,80,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,498,80,0,wild-type,2072
Cd KO x (1590:2072),35,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,499,NA,NA,wild-type,2072
Cd KO x (1590:2072),36,70,1,8,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,9,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,500,9,0,wild-type,2072
Cd KO x (1590:2072),37,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,501,NA,NA,wild-type,2072
Cd KO x (1590:2072),38,82,16,4,3,3,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,26,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,502,20,6,wild-type,2072
Cd KO x (1590:2072),39,83,0,1,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,1,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,503,1,0,wild-type,2072
Cd KO x (1590:2072),40,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,504,NA,NA,wild-type,2072
Cd KO x (1590:2072),41,50,6,11,1,2,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,20,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,505,17,3,wild-type,2072
Cd KO x (1590:2072),42,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,506,NA,NA,wild-type,2072
Cd KO x (1590:2072),43,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,507,NA,NA,wild-type,2072
Cd KO x (1590:2072),44,0,NA,NA,NA,NA,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,NA,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,508,NA,NA,wild-type,2072
Cd KO x (1590:2072),46,85,33,43,0,0,./data//Crossing data summary A_2072 B_1590 - CLEAN.xlsx,NA,NA,76,m,Male,cd<sup><i>g384_del</i></sup>,locus A,no,wild-type,mixed,509,76,0,wild-type,2072
QA383P X (1590 B:2273B2 A),4,NA,34,48,5,4,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,82,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,549,82,9,wild-type,2273
QA383P X (1590 B:2273B2 A),7,NA,42,41,5,2,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,83,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,550,83,7,wild-type,2273
QA383P X (1590 B:2273B2 A),8,NA,8,11,3,8,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,24,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,551,19,11,wild-type,2273
QA383P X (1590 B:2273B2 A),9,NA,34,20,10,8,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,59,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,552,54,18,wild-type,2273
QA383P X (1590 B:2273B2 A),10,NA,16,20,1,2,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,36,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,553,36,3,wild-type,2273
QA383P X (1590 B:2273B2 A),11,NA,29,41,6,12,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,79,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,554,70,18,wild-type,2273
QA383P X (1590 B:2273B2 A),12,NA,22,32,2,1,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,54,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,555,54,3,wild-type,2273
QA383P X (1590 B:2273B2 A),15,NA,53,51,1,3,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,104,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,556,104,4,wild-type,2273
QA383P X (1590 B:2273B2 A),17,NA,71,80,4,5,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,158,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,557,151,9,wild-type,2273
QA383P X (1590 B:2273B2 A),18,NA,57,62,5,5,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,119,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,558,119,10,wild-type,2273
QA383P X (1590 B:2273B2 A),19,NA,72,79,2,2,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,151,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,559,151,4,wild-type,2273
QA383P X (1590 B:2273B2 A),20,NA,53,54,6,2,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,107,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,560,107,8,wild-type,2273
QA383P X (1590 B:2273B2 A),21,NA,49,50,4,3,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,99,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,561,99,7,wild-type,2273
QA383P X (1590 B:2273B2 A),22,NA,35,38,3,10,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,76,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,562,73,13,wild-type,2273
QA383P X (1590 B:2273B2 A),23,NA,42,35,10,14,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,91,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,563,77,24,wild-type,2273
QA383P X (1590 B:2273B2 A),25,NA,20,29,3,1,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,49,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,564,49,4,wild-type,2273
QA383P X (1590 B:2273B2 A),26,NA,39,68,1,0,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,107,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,565,107,1,wild-type,2273
QA383P X (1590 B:2273B2 A),29,NA,45,52,0,2,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,97,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,566,97,2,wild-type,2273
QA383P X (1590 B:2273B2 A),33,NA,23,29,6,5,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,55,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,567,52,11,wild-type,2273
QA383P X (1590 B:2273B2 A),35,NA,4,5,0,0,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,9,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,568,9,0,wild-type,2273
QA383P X (1590 B:2273B2 A),36,NA,10,9,2,1,./data//Crossing data summary A_2273 B_1590 - CLEAN.xlsx,NA,NA,19,p,Male,cd<sup><i>g225</i></sup>,locus B,no,wild-type,mixed,569,19,3,wild-type,2273
Cd KO X (1590B CDKO:2273B2),1,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,570,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),2,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,571,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),3,NA,5,6,1,1,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,13,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,572,11,2,QA383P,2273
Cd KO X (1590B CDKO:2273B2),4,NA,40,45,9,7,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,101,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,573,85,16,QA383P,2273
Cd KO X (1590B CDKO:2273B2),5,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,574,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),6,NA,69,83,1,3,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,155,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,575,152,4,QA383P,2273
Cd KO X (1590B CDKO:2273B2),7,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,576,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),8,NA,58,69,28,23,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,178,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,577,127,51,QA383P,2273
Cd KO X (1590B CDKO:2273B2),10,NA,70,62,4,4,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,139,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,578,132,8,QA383P,2273
Cd KO X (1590B CDKO:2273B2),11,NA,57,53,12,16,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,138,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,579,110,28,QA383P,2273
Cd KO X (1590B CDKO:2273B2),12,NA,7,14,1,0,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,22,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,580,21,1,QA383P,2273
